"","nk","msb_cat_no","order","family","species","day","month","year","lat","long","elevation","sex","mass","hb","hct","hct_percent","rbc","mchc","mcv","mch","notes"
"3596",172218,35492,"Passeriformes","Furnariidae","Asthenes dorbignyi",4,"August",2010,-17.3208833333333,-70.2477333333333,2975,"female",19.3,FALSE,0.5328,53.28,NA,0,NA,NA,NA
"3597",172227,35501,"Passeriformes","Tyrannidae","Agriornis montanus",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"male",50.38,FALSE,0.508849558,50.8849558,NA,0,NA,NA,NA
"3598",172228,35502,"Passeriformes","Thraupidae","Phrygilus fruticeti",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"male",35.58,FALSE,0.486486486,48.6486486,NA,0,NA,NA,NA
"3599",172229,35503,"Passeriformes","Passerellidae","Zonotrichia capensis",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"female",21.62,FALSE,0.513859275,51.3859275,NA,0,NA,NA,NA
"3600",172230,35504,"Passeriformes","Furnariidae","Asthenes dorbignyi",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"male",21.93,FALSE,0.495378928,49.5378928,NA,0,NA,NA,NA
"3601",172231,35505,"Passeriformes","Thraupidae","Conirostrum cinereum",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"male",7.29,FALSE,0.496557659,49.6557659,NA,0,NA,NA,NA
"3602",172238,35512,"Passeriformes","Troglodytidae","Troglodytes aedon",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"female",11.31,FALSE,0.505217391,50.5217391,NA,0,NA,NA,NA
"3603",172240,35514,"Passeriformes","Thraupidae","Phrygilus atriceps",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"male",25.98,FALSE,0.534398842,53.4398842,NA,0,NA,NA,NA
"3604",172244,35518,"Passeriformes","Tyrannidae","Ochthoeca leucophrys",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"female",14.26,FALSE,0.535627887,53.5627887,NA,0,NA,NA,NA
"3605",172245,35519,"Passeriformes","Turdidae","Turdus chiguanco",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"male",94.7,FALSE,0.563619982,56.3619982,NA,0,NA,NA,NA
"3606",172249,35523,"Passeriformes","Thraupidae","Conirostrum cinereum",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",7.97,FALSE,0.561110055,56.1110055,NA,0,NA,NA,NA
"3607",172250,35524,"Passeriformes","Tyrannidae","Anairetes reguloides",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",7.22,FALSE,0.494591346,49.4591346,NA,0,NA,NA,"Small fatty layer on HCT 2"
"3608",172251,35525,"Passeriformes","Passerellidae","Atlapetes nationi",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"unknown",38.89,FALSE,0.533451957,53.3451957,NA,0,NA,NA,"Bag left at net time in captivity unclear"
"3609",172252,35526,"Passeriformes","Passerellidae","Zonotrichia capensis",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",23.14,FALSE,0.525764895,52.5764895,NA,0,NA,NA,NA
"3610",172253,35527,"Passeriformes","Tyrannidae","Anairetes reguloides",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",7.2,FALSE,0.500149365,50.0149365,NA,0,NA,NA,NA
"3611",172254,35528,"Apodiformes","Trochilidae","Polyonymus caroli",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",5.3,FALSE,0.599326599,59.9326599,NA,0,NA,NA,NA
"3612",172255,35529,"Apodiformes","Trochilidae","Metallura phoebe",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",6.25,FALSE,0.564282761,56.4282761,NA,0,NA,NA,NA
"3613",172256,35530,"Passeriformes","Tyrannidae","Anairetes reguloides",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",6.94,FALSE,0.518,51.8,NA,0,NA,NA,NA
"3614",172258,35532,"Passeriformes","Tyrannidae","Anairetes reguloides",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",7.11,FALSE,0.520409966,52.0409966,NA,0,NA,NA,NA
"3615",172262,35536,"Passeriformes","Tyrannidae","Anairetes reguloides",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",6.87,FALSE,0.507956715,50.7956715,NA,0,NA,NA,NA
"3616",172263,35537,"Passeriformes","Fringillidae","Spinus magellanicus",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",12.24,FALSE,0.563964628,56.3964628,NA,0,NA,NA,NA
"3617",172264,35538,"Passeriformes","Troglodytidae","Troglodytes aedon",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",11.56,FALSE,0.566761944,56.6761944,NA,0,NA,NA,NA
"3618",172265,35539,"Passeriformes","Passerellidae","Zonotrichia capensis",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",24.75,FALSE,0.496276521,49.6276521,NA,0,NA,NA,NA
"3619",172266,35540,"Passeriformes","Thraupidae","Catamenia analis",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",12.69,FALSE,0.509103448,50.9103448,NA,0,NA,NA,NA
"3620",172267,35541,"Passeriformes","Tyrannidae","Ochthoeca leucophrys",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",11.99,FALSE,0.529815864,52.9815864,NA,0,NA,NA,NA
"3621",172268,35542,"Passeriformes","Tyrannidae","Anairetes reguloides",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",7.74,FALSE,0.495275199,49.5275199,NA,0,NA,NA,NA
"3622",172270,35544,"Apodiformes","Trochilidae","Colibri coruscans",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",8.32,FALSE,0.599687162,59.9687162,NA,0,NA,NA,NA
"3623",172271,35545,"Passeriformes","Passerellidae","Zonotrichia capensis",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",24.14,FALSE,0.544600174,54.4600174,NA,0,NA,NA,NA
"3624",172272,35546,"Apodiformes","Trochilidae","Patagona gigas",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",20.49,FALSE,0.56510841,56.510841,NA,0,NA,NA,NA
"3625",172274,35548,"Passeriformes","Passerellidae","Zonotrichia capensis",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",22.88,FALSE,0.502261097,50.2261097,NA,0,NA,NA,NA
"3626",172276,35550,"Passeriformes","Thraupidae","Phrygilus fruticeti",8,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",37.51,FALSE,0.483472945,48.3472945,NA,0,NA,NA,NA
"3627",172278,35552,"Apodiformes","Trochilidae","Polyonymus caroli",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",4.73,FALSE,0.585996382,58.5996382,NA,0,NA,NA,NA
"3628",172279,35553,"Passeriformes","Thraupidae","Diglossa brunneiventris",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",11.35,FALSE,0.54359358,54.359358,NA,0,NA,NA,NA
"3629",172283,35557,"Passeriformes","Passerellidae","Zonotrichia capensis",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",24.2,FALSE,0.533644438,53.3644438,NA,0,NA,NA,NA
"3630",172284,35558,"Passeriformes","Furnariidae","Cinclodes atacamensis",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",50.6,FALSE,0.58506474,58.506474,NA,0,NA,NA,NA
"3631",172285,35559,NA,NA,"Patagona_gigas",NA,"August",2010,-15.814333,-72.667117,3200,"male",25.33,FALSE,NA,NA,NA,NA,NA,NA,NA
"3632",172286,35560,"Apodiformes","Trochilidae","Oreotrochilus estella",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",6.72,FALSE,0.546882513,54.6882513,NA,0,NA,NA,NA
"3633",172287,35561,"Passeriformes","Fringillidae","Spinus magellanicus",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",12.73,FALSE,0.529515246,52.9515246,NA,0,NA,NA,NA
"3634",172288,35562,"Apodiformes","Trochilidae","Colibri coruscans",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",7.16,FALSE,0.581268411,58.1268411,NA,0,NA,NA,NA
"3635",172289,35563,"Apodiformes","Trochilidae","Colibri coruscans",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",8.22,FALSE,0.607573866,60.7573866,NA,0,NA,NA,NA
"3636",172290,35564,"Passeriformes","Thraupidae","Conirostrum cinereum",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",8.3,FALSE,0.512847078,51.2847078,NA,0,NA,NA,NA
"3637",172291,35565,"Passeriformes","Thraupidae","Conirostrum cinereum",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",7.83,FALSE,0.500303674,50.0303674,NA,0,NA,NA,NA
"3638",172292,35566,"Passeriformes","Passerellidae","Zonotrichia capensis",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",22.73,FALSE,0.479688008,47.9688008,NA,0,NA,NA,NA
"3639",172293,35567,"Apodiformes","Trochilidae","Colibri coruscans",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",6.11,FALSE,0.702054795,70.2054795,NA,0,NA,NA,NA
"3640",172294,35568,"Passeriformes","Thraupidae","Conirostrum cinereum",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",8.87,FALSE,0.487974255,48.7974255,NA,0,NA,NA,NA
"3641",172298,35572,"Passeriformes","Fringillidae","Spinus magellanicus",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",13.75,FALSE,0.537459283,53.7459283,NA,0,NA,NA,"tHb written is second attempt.  1st attempt was 18.7 after machine error"
"3642",172299,35573,"Apodiformes","Trochilidae","Polyonymus caroli",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",5.15,FALSE,0,0,NA,NA,NA,NA,NA
"3643",172300,35574,"Passeriformes","Thraupidae","Pipraeidea bonariensis",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"female",35.64,FALSE,0.467846703,46.7846703,NA,0,NA,NA,NA
"3644",172301,35575,"Apodiformes","Trochilidae","Patagona gigas",9,"August",2010,-15.8143333333333,-72.6671166666667,3200,"male",30.61,FALSE,0.602530078,60.2530078,NA,0,NA,NA,"fat at tops of HCT tubes"
"3645",172335,35609,"Passeriformes","Furnariidae","Leptasthenura striata",4,"August",2010,-17.227,-70.2620833333333,3728,"male",10.22,FALSE,0.585679012,58.5679012,NA,0,NA,NA,NA
"3646",172336,35610,"Passeriformes","Tyrannidae","Anairetes flavirostris",4,"August",2010,-17.227,-70.2620833333333,3728,"male",5.81,FALSE,0.585295657,58.5295657,NA,0,NA,NA,NA
"3647",172338,35612,"Passeriformes","Fringillidae","Spinus crassirostris",5,"August",2010,-17.227,-70.2620833333333,3728,"male",17.76,FALSE,0.55429896,55.429896,NA,0,NA,NA,"HCT1: 0.90mm fat layer; HCT2: 0.63mm"
"3648",172358,35632,"Passeriformes","Thraupidae","Pipraeidea bonariensis",5,"August",2010,-17.3208833333333,-70.2477333333333,2975,"male",31.21,FALSE,0.528571429,52.8571429,NA,0,NA,NA,NA
"3649",172427,35701,"Passeriformes","Turdidae","Turdus chiguanco",28,"September",2010,-14.1739166666667,-73.3231388888333,2671,"male",95,FALSE,0.505553903,50.5553903,NA,0,NA,NA,NA
"3650",172428,35702,"Passeriformes","Thraupidae","Catamenia analis",28,"September",2010,-14.1739166666667,-73.3231388888333,2671,"female",12,FALSE,0.493292539,49.3292539,NA,0,NA,NA,NA
"3651",172429,35703,"Passeriformes","Thraupidae","Catamenia analis",2,"October",2010,-14.17325,-73.3221,2649,"female",7.11,FALSE,0.50659731,50.659731,NA,0,NA,NA,"lively and active"
"3652",172430,35704,"Passeriformes","Cardinalidae","Pheucticus aureoventris",2,"October",2010,-14.17375,-73.3213,2661,"male",54.4,FALSE,0.476085519,47.6085519,NA,0,NA,NA,"lively"
"3653",172431,35705,"Passeriformes","Cardinalidae","Pheucticus aureoventris",2,"October",2010,-14.1737833333333,-73.3212333333333,2657,"female",66,FALSE,0.517745665,51.7745665,NA,0,NA,NA,"lively and active"
"3654",172432,35706,"Passeriformes","Furnariidae","Asthenes dorbignyi",2,"October",2010,-14.1741166666667,-73.3216833333333,2660,"male",20.99,FALSE,0.493285252,49.3285252,NA,0,NA,NA,"lively and active"
"3655",172435,35709,"Passeriformes","Tyrannidae","Knipolegus aterrimus",2,"October",2010,-14.1741166666667,-73.3216833333333,2656,"female",15.62,FALSE,0.471258348,47.1258348,NA,0,NA,NA,"lively"
"3656",172436,35710,"Passeriformes","Thraupidae","Catamenia analis",2,"October",2010,-14.1741166666667,-73.3216833333333,2656,"male",7.42,FALSE,0.471805639,47.1805639,NA,0,NA,NA,"lively"
"3657",172437,35711,"Passeriformes","Tyrannidae","Knipolegus aterrimus",2,"October",2010,-14.17325,-73.3221,2660,"female",13.94,FALSE,0.510918433,51.0918433,NA,0,NA,NA,"appeared fatigued"
"3658",172438,35712,"Passeriformes","Turdidae","Turdus chiguanco",3,"October",2010,-14.1741166666667,-73.3216833333333,2660,"male",104,FALSE,0.435163997,43.5163997,NA,0,NA,NA,NA
"3659",172439,35713,"Passeriformes","Tyrannidae","Knipolegus aterrimus",5,"October",2010,-14.1741166666667,-73.3216833333333,2660,"male",15.93,FALSE,0.547696698,54.7696698,NA,0,NA,NA,"lively and active"
"3660",172440,35714,"Passeriformes","Turdidae","Turdus chiguanco",5,"October",2010,-14.1741166666667,-73.3216833333333,2660,"female",96,FALSE,0.435934841,43.5934841,NA,0,NA,NA,"lively"
"3661",172441,35715,"Passeriformes","Cardinalidae","Pheucticus aureoventris",5,"October",2010,-14.17325,-73.3221,2649,"male",65,FALSE,0.557708779,55.7708779,NA,0,NA,NA,"captured in middle of day; may be dehydrated, but acting very lively"
"3662",172444,35718,"Strigiformes","Strigidae","Megascops koepckeae",7,"October",2010,-14.17405,-73.3229833333333,2671,"male",121,FALSE,0.509645302,50.9645302,NA,0,NA,NA,"very fatigued, probably very hungry, non-responsive"
"3663",172446,35720,"Apodiformes","Trochilidae","Lesbia victoriae",7,"October",2010,-14.17325,-73.3221,2649,"female",3.56,FALSE,0.503898635,50.3898635,NA,0,NA,NA,"lively and active"
"3664",172447,35721,"Passeriformes","Cardinalidae","Pheucticus aureoventris",7,"October",2010,-14.1741166666667,-73.3216833333333,2660,"female",58,FALSE,0.561806295,56.1806295,NA,0,NA,NA,"lively; bled well"
"3665",172448,35722,"Passeriformes","Turdidae","Turdus chiguanco",7,"October",2010,-14.1741166666667,-73.3216833333333,2660,"male",97,FALSE,0.499501827,49.9501827,NA,0,NA,NA,"lively; bled well"
"3666",172449,35723,"Apodiformes","Trochilidae","Lesbia victoriae",8,"October",2010,-14.1741166666667,-73.3216833333333,2660,"female",3.41,FALSE,0.628787879,62.8787879,NA,0,NA,NA,"lively before bleeding; during bleeding, lethargic"
"3667",172451,35725,"Passeriformes","Tyrannidae","Ochthoeca leucophrys",8,"October",2010,-14.1741166666667,-73.3216833333333,2660,"male",13,FALSE,0.518698061,51.8698061,NA,0,NA,NA,"lively"
"3668",172452,35726,"Passeriformes","Thraupidae","Pipraeidea bonariensis",8,"October",2010,-14.1741166666667,-73.3216833333333,2660,"female",33,FALSE,0.502532562,50.2532562,NA,0,NA,NA,NA
"3669",172453,35727,"Passeriformes","Thraupidae","Pipraeidea bonariensis",11,"October",2010,-13.8947833333333,-72.9093666666667,2366,"female",30,FALSE,0.454703122,45.4703122,NA,0,NA,NA,"alert but not active"
"3670",172456,35730,"Passeriformes","Thraupidae","Tiaris obscurus",12,"October",2010,-13.8973,-72.90725,2412,"male",11,FALSE,0.476466456,47.6466456,NA,0,NA,NA,"tired"
"3671",172457,35731,"Passeriformes","Thraupidae","Pipraeidea bonariensis",12,"October",2010,-13.8960333333333,-72.9084833333333,2390,"female",34,FALSE,0.454781913,45.4781913,NA,0,NA,NA,"lively"
"3672",172458,35732,"Passeriformes","Tyrannidae","Knipolegus aterrimus",13,"October",2010,-13.89565,-72.90765,2366,"female",18,FALSE,0.503368794,50.3368794,NA,0,NA,NA,"tired"
"3673",172460,35734,"Passeriformes","Thraupidae","Pipraeidea bonariensis",13,"October",2010,-13.8973,-72.90725,2412,"male",36,FALSE,0.466941669,46.6941669,NA,0,NA,NA,"active and lively"
"3674",172461,35735,"Passeriformes","Passerellidae","Zonotrichia capensis",13,"October",2010,-13.8949833333333,-72.9089833333333,2375,"male",22,FALSE,0.481837784,48.1837784,NA,0,NA,NA,NA
"3675",172464,35738,"Passeriformes","Thraupidae","Pipraeidea bonariensis",16,"October",2010,-14.0521,-73.1891666666667,2338,"female",31,FALSE,0.520490905,52.0490905,NA,0,NA,NA,NA
"3676",172465,35739,"Passeriformes","Thraupidae","Pipraeidea bonariensis",16,"October",2010,-14.0521,-73.1891666666667,2338,"female",30,FALSE,0.467596081,46.7596081,NA,0,NA,NA,NA
"3677",172466,35740,"Passeriformes","Thraupidae","Pipraeidea bonariensis",16,"October",2010,-14.0521,-73.1891666666667,2338,"female",32,FALSE,0.513537415,51.3537415,NA,0,NA,NA,NA
"3678",172467,35741,"Columbiformes","Columbidae","Leptotila verreauxi",16,"October",2010,-14.0521,-73.1891666666667,2338,"female",119,FALSE,0.524953503,52.4953503,NA,0,NA,NA,NA
"3679",172468,35742,"Columbiformes","Columbidae","Leptotila verreauxi",16,"October",2010,-14.0521,-73.1891666666667,2338,"male",159,FALSE,0.503389482,50.3389482,NA,0,NA,NA,"docile, like a dove"
"3680",172469,35743,"Passeriformes","Thraupidae","Conirostrum cinereum",16,"October",2010,-14.0521,-73.1891666666667,2338,"male",9.246,FALSE,0.534598214,53.4598214,NA,0,NA,NA,"active and lively"
"3681",172470,35744,"Passeriformes","Thraupidae","Conirostrum cinereum",16,"October",2010,-14.0521,-73.1891666666667,2338,"male",8.98,FALSE,0.467554389,46.7554389,NA,0,NA,NA,"active and lively"
"3682",172471,35745,"Passeriformes","Thraupidae","Pipraeidea bonariensis",16,"October",2010,-14.0521,-73.1891666666667,2338,"female",32,FALSE,0.519515306,51.9515306,NA,0,NA,NA,"wet - caught in rain; but lively"
"3683",172473,35747,"Passeriformes","Passerellidae","Zonotrichia capensis",17,"October",2010,-14.0521,-73.1891666666667,2338,"male",21,FALSE,0.459661355,45.9661355,NA,0,NA,NA,"active and lively"
"3684",172475,35749,"Passeriformes","Cardinalidae","Pheucticus aureoventris",17,"October",2010,-14.0521,-73.1891666666667,2338,"female",63,FALSE,0.493862879,49.3862879,NA,0,NA,NA,"active and lively"
"3685",172477,35751,"Apodiformes","Trochilidae","Lesbia victoriae",17,"October",2010,-14.0521,-73.1891666666667,2338,"female",3.324,FALSE,0.533147551,53.3147551,5.95,0,89.6046304201681,0,NA
"3686",172479,35753,"Psittaciformes","Psittacidae","Psittacara mitratus",17,"October",2010,-14.0521,-73.1891666666667,2338,"male",192,FALSE,0.565085911,56.5085911,NA,0,NA,NA,NA
"3687",172481,35755,"Passeriformes","Parulidae","Cardellina canadensis",19,"October",2010,-13.66295,-72.9366666666667,1727,"female",0,FALSE,0.496014031,49.6014031,NA,0,NA,NA,"lively"
"3688",172482,35756,"Passeriformes","Vireonidae","Vireo olivaceus",19,"October",2010,-13.66295,-72.9366666666667,1727,"male",14,FALSE,0.519359705,51.9359705,NA,0,NA,NA,NA
"3689",172484,35758,"Passeriformes","Passerellidae","Zonotrichia capensis",19,"October",2010,-13.66295,-72.9366666666667,1727,"male",21,FALSE,0.485330505,48.5330505,NA,0,NA,NA,"lively"
"3690",172485,35759,"Apodiformes","Trochilidae","Amazilia chionogaster",19,"October",2010,-13.66295,-72.9366666666667,1727,"female",0,FALSE,0.614066909,61.4066909,NA,0,NA,NA,NA
"3691",172486,35760,"Apodiformes","Trochilidae","Amazilia chionogaster",20,"October",2010,-13.66295,-72.9366666666667,1727,"female",4.82,FALSE,0,0,NA,NA,NA,NA,NA
"3692",172487,35761,"Passeriformes","Vireonidae","Vireo olivaceus",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",15,FALSE,0.493531695,49.3531695,NA,0,NA,NA,NA
"3693",172488,35762,"Passeriformes","Thraupidae","Pipraeidea bonariensis",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",30,FALSE,0.469072165,46.9072165,NA,0,NA,NA,NA
"3694",172489,35763,"Passeriformes","Passerellidae","Zonotrichia capensis",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",19,FALSE,0.453901398,45.3901398,NA,0,NA,NA,NA
"3695",172490,35764,"Strigiformes","Strigidae","Glaucidium jardinii",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",63,FALSE,0.364108835,36.4108835,NA,0,NA,NA,NA
"3696",172491,35765,"Passeriformes","Cardinalidae","Pheucticus aureoventris",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",62,FALSE,0.481679276,48.1679276,NA,0,NA,NA,NA
"3697",172492,35766,"Passeriformes","Thraupidae","Pipraeidea bonariensis",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",32,FALSE,0.54195243,54.195243,NA,0,NA,NA,"lively"
"3698",172493,35767,"Passeriformes","Thraupidae","Pipraeidea bonariensis",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",36,FALSE,0.563873626,56.3873626,NA,0,NA,NA,"lively; swollen right wing"
"3699",172495,35769,"Piciformes","Bucconidae","Nystalus chacuru",20,"October",2010,-13.66295,-72.9366666666667,1727,"female",62,FALSE,0.467787778,46.7787778,NA,0,NA,NA,"lively"
"3700",172497,35771,"Passeriformes","Vireonidae","Vireo olivaceus",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",14,FALSE,0.619499241,61.9499241,NA,0,NA,NA,"neutral"
"3701",172498,35772,"Passeriformes","Vireonidae","Vireo olivaceus",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",14,FALSE,0.599675851,59.9675851,NA,0,NA,NA,"neutral"
"3702",172499,35773,"Passeriformes","Cardinalidae","Pheucticus aureoventris",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",64,FALSE,0.511797363,51.1797363,NA,0,NA,NA,"lively"
"3703",172500,35774,"Apodiformes","Trochilidae","Amazilia chionogaster",20,"October",2010,-13.66295,-72.9366666666667,1727,"male",6.4,FALSE,0.581006521,58.1006521,NA,0,NA,NA,NA
"3704",172501,35775,"Passeriformes","Tyrannidae","Empidonax alnorum",21,"October",2010,-13.66295,-72.9366666666667,1727,"female",12,FALSE,0.531198686,53.1198686,NA,0,NA,NA,"alert"
"3705",172502,35776,"Passeriformes","Thraupidae","Pipraeidea bonariensis",21,"October",2010,-13.66295,-72.9366666666667,1727,"female",37,FALSE,0.439834362,43.9834362,NA,0,NA,NA,"lively"
"3706",172503,35777,"Passeriformes","Thraupidae","Pipraeidea bonariensis",21,"October",2010,-13.66295,-72.9366666666667,1727,"male",36,FALSE,0.598412698,59.8412698,NA,0,NA,NA,"lively"
"3707",172504,35778,"Passeriformes","Thraupidae","Pipraeidea bonariensis",21,"October",2010,-13.66295,-72.9366666666667,1727,"male",30,FALSE,0.450302842,45.0302842,NA,0,NA,NA,"lively"
"3708",172505,35779,"Passeriformes","Vireonidae","Vireo olivaceus",21,"October",2010,-13.66295,-72.9366666666667,1727,"male",13,FALSE,0.5712248,57.12248,NA,0,NA,NA,"active and lively"
"3709",172506,35780,"Passeriformes","Cardinalidae","Pheucticus aureoventris",21,"October",2010,-13.66295,-72.9366666666667,1727,"male",60,FALSE,0.512316335,51.2316335,NA,0,NA,NA,"active and lively"
"3710",172507,35781,"Passeriformes","Thraupidae","Pipraeidea bonariensis",21,"October",2010,-13.66295,-72.9366666666667,1727,"female",35,FALSE,0.453121791,45.3121791,NA,0,NA,NA,NA
"3711",172508,35782,"Passeriformes","Thraupidae","Pipraeidea bonariensis",21,"October",2010,-13.66295,-72.9366666666667,1727,"male",32,FALSE,0.497006333,49.7006333,NA,0,NA,NA,NA
"3712",172509,35783,"Passeriformes","Thraupidae","Pipraeidea bonariensis",21,"October",2010,-13.66295,-72.9366666666667,1727,"male",33,FALSE,0.448891261,44.8891261,NA,0,NA,NA,NA
"3713",172511,35785,"Passeriformes","Turdidae","Turdus chiguanco",22,"October",2010,-13.66295,-72.9366666666667,1727,"male",96,FALSE,0.439369658,43.9369658,NA,0,NA,NA,NA
"3714",172512,35786,"Piciformes","Bucconidae","Nystalus chacuru",22,"October",2010,-13.66295,-72.9366666666667,1727,"female",64,FALSE,0.4486243,44.86243,NA,0,NA,NA,NA
"3715",172514,35788,"Passeriformes","Vireonidae","Vireo olivaceus",22,"October",2010,-13.66295,-72.9366666666667,1727,"male",14,FALSE,0.583760997,58.3760997,NA,0,NA,NA,NA
"3716",172515,35789,"Passeriformes","Cardinalidae","Pheucticus aureoventris",22,"October",2010,-13.66295,-72.9366666666667,1727,"male",66,FALSE,0.483883346,48.3883346,NA,0,NA,NA,NA
"3717",172516,35790,"Passeriformes","Cardinalidae","Pheucticus aureoventris",23,"October",2010,-13.66295,-72.9366666666667,1727,"male",68,FALSE,0.53100985,53.100985,NA,0,NA,NA,NA
"3718",172517,35791,"Passeriformes","Passerellidae","Zonotrichia capensis",23,"October",2010,-13.66295,-72.9366666666667,1727,"male",22,FALSE,0.4743083,47.43083,NA,0,NA,NA,NA
"3719",172518,35792,"Passeriformes","Turdidae","Catharus ustulatus",23,"October",2010,-13.66295,-72.9366666666667,1727,"male",26,FALSE,0.518140845,51.8140845,NA,0,NA,NA,NA
"3720",172520,47501,"Passeriformes","Passerellidae","Zonotrichia capensis",9,"November",2010,NA,NA,3815,NA,26,FALSE,0.471328671,47.1328671,NA,0,NA,NA,"Two additional large Hct tubes: (46.15/23.68/21.05)(54.29/27.32/25.32)"
"3721",172523,47502,"Passeriformes","Troglodytidae","Troglodytes aedon",11,"November",2010,NA,NA,3815,NA,14,FALSE,0.484109618,48.4109618,NA,0,NA,NA,"One additional Hct (34.92/17.97/16.16)"
"3722",172524,47503,"Passeriformes","Thraupidae","Conirostrum cinereum",11,"November",2010,NA,NA,3815,NA,9,FALSE,0.512187265,51.2187265,NA,0,NA,NA,"One additional Hct (47.31/25.78/23.23)"
"3723",172609,35794,"Passeriformes","Rhinocryptidae","Scytalopus sp. unid.",9,"August",2006,-11.48875,-74.8960833333333,3520,"male",17.2,FALSE,0.44773,44.773,NA,0,NA,NA,NA
"3724",172654,35839,"Passeriformes","Cinclidae","Cinclus leucocephalus",6,"September",2010,-14.6787333333333,-73.1478,3563,"male",50.1,FALSE,0.524766237,52.4766237,NA,0,NA,NA,"Pwee thickness 230; ambient pressure 670 hPa"
"3725",172656,35841,"Passeriformes","Tyrannidae","Ochthoeca leucophrys",7,"September",2010,-14.6787333333333,-73.1478,3563,"female",14,FALSE,0.531223864,53.1223864,NA,0,NA,NA,NA
"3726",172657,35842,"Passeriformes","Tyrannidae","Anairetes flavirostris",7,"September",2010,-14.6787333333333,-73.1478,3563,"female",6.57,FALSE,0.490838619,49.0838619,NA,0,NA,NA,NA
"3727",172658,35843,"Apodiformes","Trochilidae","Lesbia victoriae",7,"September",2010,-14.6787333333333,-73.1478,3563,"male",4.23,FALSE,0.597947871,59.7947871,8.86,0,67.4884730248307,0,NA
"3728",172659,35844,"Passeriformes","Thraupidae","Poospiza caesar",7,"September",2010,-14.6787333333333,-73.1478,3563,"male",38.5,FALSE,0.427370031,42.7370031,NA,0,NA,NA,NA
"3729",172660,35845,"Passeriformes","Furnariidae","Asthenes ottonis",7,"September",2010,-14.6787333333333,-73.1478,3563,"female",13.39,FALSE,0.474603769,47.4603769,NA,0,NA,NA,NA
"3730",172661,35846,"Passeriformes","Thraupidae","Catamenia analis",8,"September",2010,-14.6787333333333,-73.1478,3563,"female",12.1,FALSE,0.544140136,54.4140136,NA,0,NA,NA,NA
