ORDER,FAMILY,GENUS,SPECIES,NUMB,SNST,STRAT,CNTAB,REL,MIN,QMIN,MAX,MIDPT-ELEV,QMAX,CP,RP,SUB,MICRO,NHAB,NZOO,HAB1,HAB2,HAB3,HAB4,HAB5,HAB6,HAB7,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,GAN,LAN,BSR,MPL,PAS,MAH,GCS,CDH,CHO,EPC,STP,NAN,CAN,SAN,NSA,TEP,AMN,AMS,CSA,ATL,PAM,PAT
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(latebricola) caracae,2270.8,H,U,MM,F,1600,,1900,300,,4,3,VNZ,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(femoralis) sanctaemariae,2269.4,H,U,UT,F,1350,,1700,350,,4,2,SMT,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,panamensis,2275,H,U,UT,F,1050,,1500,450,,3,2,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,sp.nov.,2279.2,H,U,UT,U,250,,1500,1250,,4,2,,,2,2,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,novacapitalis,2274,H,U,UT,R,1000,,1200,200,+,2,1,CER,S,1,1,F8,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(indigoticus) indigoticus,2270.1,M,U,LT,U,0,,1000,1000,,3,1,o,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,(indigoticus) psychopompas,2270.2,M,U,LT,?,0,,0,0,?,2,1,RDJ,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
APODIFORMES,TROCHILIDAE,Selasphorus,platycercus,1438,M,U/C,MM,C,1900,,3750,1850,,4,3,,,3,1,F11,F10,N14,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Selasphorus,flammula,1437,L,U/C,UM,C,1850,,3400,1550,,4,3,CHR,,4,1,N10,N14,F4E,F15,,,,,,,E,,,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Selasphorus,scintilla,1441,M,U/C,MM,C,900,,2100,1200,,4,3,CHR,,3,1,N14,F4E,F15,,,,,,,,E,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Selasphorus,ardens,1436,M,U/C,MM,F,750,,1800,1050,,3,2,CHR,,3,1,N14,F4E,F15,,,,,,,,E,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
PICIFORMES,RAMPHASTIDAE,Selenidera,spectabilis,1575,H,C,UT,U,0,,1500,1500,,3,2,,,2,4,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,,,Y,,,,,,,
PICIFORMES,RAMPHASTIDAE,Selenidera,reinwardtii,1574,H,C,LT,U,0,,1100,1100,,4,3,,,2,2,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PICIFORMES,RAMPHASTIDAE,Selenidera,(maculirostris) maculirostris,1572.5,M,C,LT,U,0,,1000,1000,,3,2,o,,2,1,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PICIFORMES,RAMPHASTIDAE,Selenidera,culik,1571,L,C,LT,U,0,,900,900,,4,3,GUI,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
PICIFORMES,RAMPHASTIDAE,Selenidera,(maculirostris) gouldi,1572,M,C,LT,F,0,,0,0,,4,3,o,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
PICIFORMES,RAMPHASTIDAE,Selenidera,nattereri,1573,H,C,LT,U,0,,0,0,?,4,2,o,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
PICIFORMES,CAPITONIDAE,Semnornis,frantzii,1550,M,C,MM,U,1200,,2450,1250,,4,3,CHR,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
PICIFORMES,CAPITONIDAE,Semnornis,ramphastinus,1551,M,C,UT,U,1000,,2400,1400,,4,2,WES,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
APODIFORMES,TROCHILIDAE,Sephanoides,sephanoides,1343,L,U/M,LT,F,0,,2000,2000,+,4,3,,,4,2,N14,F9,N3,F15?,,,,,,,,,,,,Y,,,,,,Q,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y
APODIFORMES,TROCHILIDAE,Sephanoides,fernandensis,1342,M,U/M,LS,R,0,,800,800,+,2,1,JFI,,1,1,N3,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Sericossypha,albocristata,3409,H,C,MM,U/P,1600,,3200,1600,,3,2,,,1,2,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,
APODIFORMES,TROCHILIDAE,Sericotes,holosericeus,1177.5,L,U/C,LT,C,0,,900,900,,4,3,,,2,2,N14,F15,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Serpophaga,cinerea,2346,L,T/U,MM,F,1100,,3200,2100,,4,3,,,2,3,A8,A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Serpophaga,munda,2348,L,M/C,UT,F,0,,2600,2600,,4,3,,,1,2,F7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,
PASSERIFORMES,TYRANNIDAE,Serpophaga,subcristata,2350,L,M/C,LT,F,0,,1500,1500,,4,3,,,3,3,F1E,F15,F7,,,,,E,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,
PASSERIFORMES,TYRANNIDAE,Serpophaga,nigricans,2349,L,T/U,LT,F,0,,1000,1000,+,4,3,,,3,3,N11,A1,A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,
PASSERIFORMES,TYRANNIDAE,Serpophaga,hypoleuca,2347,M,U/C,LT,U/P,0,,0,0,,4,3,,,1,2,N12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
PASSERIFORMES,TURDINAE,Sialia,mexicana,3007,L,M/C,MM,F,1200,,4000,2800,,4,3,,,2,3,F10,F11,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,TURDINAE,Sialia,sialis,3008,L,M/C,MM,F,700,,3000,2300,,4,3,,,2,3,F11,N2,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,uropygialis,3213,M,T,UM,C,3600,,4800,1200,,4,3,AWA,,2,1,N9,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,lutea,3207,M,T,UM,F/P,3700,,4400,700,,4,2,AWA,,1,1,N9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,olivascens,3210,L,T,UM,C,2350,,3700,1350,,4,3,,,2,2,N2,N14,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,luteocephala,3208,M,T,UM,F,2600,,3500,900,,4,3,AWA,,1,1,N2,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,luteola,3209,L,T,LT,C/P,0,,3500,3500,,4,2,,,4,11,N7,N6,N13,N5,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y
PASSERIFORMES,EMBERIZINAE,Sicalis,citrina,3203,M,T,UT,F/P,600,,2800,2200,,3,2,,,2,5,N5,N13,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,Y,,Y,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,auriventris,3202,L,T,MM,C,1800,,2500,700,,4,3,o,,3,1,N2,N7?,N14,,,,,,,,,,,,,,,,,,,,,Y,,,,,Q,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,raimondii,3211,M,T,US,C/P,500,,2500,2000,,4,3,AWA,,2,1,N2,N1,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,lebruni,3206,M,T,LS,U,0,,1200,1200,,4,3,o,,2,1,N7,N1,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
PASSERIFORMES,EMBERIZINAE,Sicalis,flaveola,3205,L,T,LT,C,0,,800,800,,4,3,,,3,6,N1,N14,N2?,,,,,,,,,,,,,,,,,,,,Y,Q,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,Y,Y,Y,
PASSERIFORMES,EMBERIZINAE,Sicalis,columbiana,3204,L,T,LT,F/P,0,,0,0,,4,2,,,3,4,N12,N14,N11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,taczanowskii,3212,L,T,LT,C/P,0,,0,0,,4,2,MAN,,1,1,N1,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Simoxenops,ucayalae,1940,M,U,LT,U,0,,1000,1000,,4,2,o,B,2,1,F1,F3,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
PASSERIFORMES,FURNARIIDAE,Simoxenops,striatus,1939,H,U,HT,U?,650,,800,150,,2,1,COC,B/V,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Siphonorhis,brewsteri,1053,M,T,LT?,U?,0,,900,900,+,2,1,HIS,,1,1,F7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
CAPRIMULGIFORMES,CAPRIMULGIDAE,Siphonorhis,americanus,1052,H,T?,LT,R,0,,0,0,,1,1,JAM,,1,1,F7?,,,,,,,,,,,,,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Sipia,nigricauda,2124,M,U,HT,U,400,,1100,700,,3,2,WES,,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,FORMICARIIDAE,Sipia,berlepschi,2123,H,U,LT,F/P,0,,600,600,,3,2,o,,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Siptornis,striaticollis,1916,H,C,UT,U,1300,,2400,1100,,3,2,EAS,,1,1,F4,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
PASSERIFORMES,FURNARIIDAE,Siptornopsis,hypochondriacus,1879,M,T/U,MM,U,2450,,2800,350,,3,2,MAR,,1,1,N2,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
PASSERIFORMES,TYRANNIDAE,Sirystes,sibilator,2633,M,C,LT,F/P,0,,1250,1250,,4,2,,,2,6,F1,F8,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,Y,Y,Y,,
PASSERIFORMES,SITTIDAE,Sitta,pygmaea,3101,M,C,UM,C,1700,,3900,2200,,4,3,,,1,2,F10,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,SITTIDAE,Sitta,carolinensis,3099,M,C,US,F,1250,,3600,2350,,4,3,,,3,2,F10,F11,F8,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,
PASSERIFORMES,SITTIDAE,Sitta,canadensis,3098,M,C,LS,U,0,,1000,1000,,3,2,,,1,1,F10,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,SITTIDAE,Sitta,pusilla,3100,M,M/C,LS,U,0,,0,0,,4,3,,,1,1,F10,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,DENDROCOLAPTIDAE,Sittasomus,griseicapillus,1708,M,M,LT,C,0,,1550,1550,,4,2,,,5,13,F1,F2,F4,F15,F7,,,Y,Y,,Y,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,Y,Y,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,FURNARIIDAE,Spartonoica,maluroides,1808,M,U,LS,F,0,,0,0,,4,3,o,,3,1,A1,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,
STRIGIFORMES,STRIGIDAE,Speotyto,cunicularia,1016,M,T,LS,F/P,0,,4000,4000,,4,3,,,5,17,N8,N7,N5,N1,N2,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,,Y,,Y,Y,Y,Y
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,humboldti,61,H,W,LT,R,0,,0,0,,2,1,o,,2,1,A11,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,magellanicus,62,H,W,LS,F,0,,0,0,,3,2,,,2,2,A11,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,Y
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,mendiculus,64,H,W,LT,F,0,,0,0,,3,2,GAL,,2,1,A11,A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,,,,,,,
PICIFORMES,PICIDAE,Sphyrapicus,thyroideus,1638,M,M/C,US,F,1900,,2800,900,,4,3,,,2,1,F11,F10,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,THRAUPINAE,Spindalis,zena,3499,L,U/C,LT,C,0,,2000,2000,,4,3,o,,4,1,F4,F1,F15,N14,,,,Y,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
FALCONIFORMES,ACCIPITRIDAE,Spizaetus,tyrannus,392,M,C,LT,U,0,,2000,2000,,4,3,,,3,9,F1,F7,F4,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q,,Y,,Y,Y,,,,,Y,,Y,Y,Y,Y,,
FALCONIFORMES,ACCIPITRIDAE,Spizaetus,ornatus,391,M,C,LT,U,0,,1200,1200,,4,3,,,2,9,F1,F4,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,Y,,,,,Y,,Y,Y,Y,Y,,
FALCONIFORMES,ACCIPITRIDAE,Spizastur,melanoleucus,390,H,C,LT,U/P,0,,1200,1200,,4,2,,,3,8,F1,F3,F4,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,EMBERIZINAE,Spizella,passerina,3133,L,T,MM,C,0,,3800,3800,,4,3,,,2,3,F10,F11,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Spizella,wortheni,3135,M,T,MM,R,1200,,2500,1300,,2,1,o,,1,1,N8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Spizella,atrogularis,3130,M,T,US,F/P,1200,,2400,1200,,4,3,,,1,3,N2,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,,,
FALCONIFORMES,FALCONIDAE,Spiziapteryx,circumcinctus,410,M,C,LT,U,0,,1000,1000,+,4,2,CHA,,2,1,N1,F7,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,luctuosa,3240,L,U,MM,C/P,0,,3100,3100,,4,2,,,3,4,N14,N3,N11,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Q,Y,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,nigricollis,3244,L,U,UT,F,0,,2300,2300,,4,3,,,3,9,N14,N3,N13,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,Y,Y,,,,Y,Y,Y,Y,,
PASSERIFORMES,EMBERIZINAE,Sporophila,caerulescens,3228,L,U,LS,C,0,,2100,2100,,4,3,,,3,3,N14,N11,N13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,
PASSERIFORMES,EMBERIZINAE,Sporophila,obscura,3246,L,U,UT,U/P,0,,2000,2000,+,4,3,,,5,3,N14,N11,F1E,F4E,N2,,,E,,,E,,,,,,,,,,,,,Y,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(torqueola) torqueola,3253.01,L,U,LT,C,0,,2000,2000,+,4,2,SIN,,4,1,N14,N1,N2,N11,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,simplex,3252,L,U,LT,U,0,,1800,1800,,3,2,,,3,3,N1,N11,N2,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(torqueola) morelleti,3253,L,U,LT,C,0,,1550,1550,+,4,2,,,3,2,N14,N1,N11,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(americana) aurita,3224,L,U/M,LT,C,0,,1500,1500,,4,3,,,4,3,N14,F1E,F7,F15,,,,E,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,frontalis,3233,M,U,UT,R/P,900,,1500,600,,2,1,SOU,B,2,1,F4,F1,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,EMBERIZINAE,Sporophila,plumbea,3249,M,U,LT,U/P,0,,1500,1500,,4,2,,,2,5,N6,N5,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,,
PASSERIFORMES,EMBERIZINAE,Sporophila,schistacea,3251,M,U/M,LT,U/P,0,,1500,1500,,3,1,,B,3,5,F1E,N14,F15,,,,,E,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,Y,,Y,Y,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,albogularis,3222,M,U,LT,F,0,,1200,1200,,4,3,,,3,2,N1,F7E,N14,,,,,,,,,,,E,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,
PASSERIFORMES,EMBERIZINAE,Sporophila,falcirostris,3232,M,U/M,LT,R/P,0,,1200,1200,+,2,1,o,B,1,1,F1,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
PASSERIFORMES,EMBERIZINAE,Sporophila,intermedia,3237,L,T/U,LT,F,0,,1200,1200,,4,3,,,2,3,N14,N6,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(lineola) lineola,3239.01,L,U,LT,C,0,,1200,1200,,4,2,o,,3,1,N14,N11,N13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,telasco,3252.01,L,U,LT,C,0,,1200,1200,,4,3,,,4,3,N1,N11,N14,A1,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,bouvreuil,3226,M,U,LT,U/P,0,,1100,1100,,3,2,,,1,4,N5,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,
PASSERIFORMES,EMBERIZINAE,Sporophila,hypochroma,3234,M,U,LT,U/P,0,,1100,1100,+,4,2,CER,,2,1,N6,N5?,,,,,,,,,,,,,,,,,,,,,,,,,Q,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,hypoxantha,3235,M,U,LT,C,0,,1100,1100,+,4,2,o,,2,1,N6,N5,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,leucoptera,3238,L,U,LT,U,0,,1100,1100,,4,2,,,3,4,N11,A1,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,
